,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
2571,714514983,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,3224.0,0.6679999999999999,5029,75,0.562,0.40700000000000003
2572,779888658,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450.0,2193,15257.0,0.419,1426,38,0.462,0.126
2573,715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,16843.0,0.898,1454,29,1.071,0.08199999999999999
2574,713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462
2575,772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023
2576,820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968
2577,721502958,Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,1332.0,0.56,1406,31,0.24,0.59
2578,708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,1607.0,0.5760000000000001,2844,73,0.622,0.43799999999999994
2579,710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.47700000000000004,0.054000000000000006
2580,708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083
2581,826401858,Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449
2582,709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52
2583,710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.7440000000000001,0.0
2584,788621658,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,156.0,0.7879999999999999,1457,24,0.6,0.9179999999999999
2585,716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065
2586,712338033,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,14291.0,0.8079999999999999,1687,40,0.7390000000000001,0.106
2587,711639708,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0
2588,720216108,Existing Customer,27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549.0,2130,419.0,0.693,2605,61,0.794,0.836
2589,718708908,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,3617.0,0.5429999999999999,1426,29,0.812,0.39399999999999996
2590,802890333,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.7140000000000001
2591,712965183,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,588.0,0.41600000000000004,1188,35,0.75,0.7809999999999999
2592,796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622.0,0,30622.0,1.329,3600,66,0.784,0.0
2593,712816833,Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.46799999999999997
2594,814829583,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0
2595,798769458,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.27899999999999997
2596,818034558,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075.0,1506,20569.0,0.794,2337,40,0.818,0.068
2597,719483358,Existing Customer,33,M,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,4996.0,0.9620000000000001,2962,54,0.862,0.259
2598,719647383,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,2945.0,0.728,2001,49,0.485,0.332
2599,714909108,Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,3500.0,0.7070000000000001,2641,67,0.595,0.27699999999999997
2600,793678608,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516.0,0,34516.0,0.938,3568,57,0.6759999999999999,0.0
2601,720854358,Existing Customer,27,M,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823.0,2130,1693.0,0.371,2026,49,0.441,0.557
2602,709126833,Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670.0,2183,19487.0,0.995,4121,81,0.7609999999999999,0.10099999999999999
2603,788896983,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155
2604,715731033,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.5710000000000001,0.027999999999999997
2605,717636933,Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0
2606,772658658,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248.0,0,2248.0,0.735,4439,77,0.54,0.0
2607,755943033,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901.0,1176,725.0,0.612,2450,52,0.857,0.619
2608,772399983,Existing Customer,55,M,2,College,Single,$80K - $120K,Silver,45,3,1,4,34516.0,1433,33083.0,0.728,1966,31,0.55,0.042
2609,826130133,Existing Customer,58,M,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680.0,1812,29868.0,0.483,1121,25,0.562,0.057
2610,719238183,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167,705.0,0.517,2238,45,0.607,0.623
2611,802666083,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0
2612,713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991.0,1328,9663.0,1.0270000000000001,3692,60,0.7140000000000001,0.121
2613,712774008,Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639
2614,717627333,Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938
2615,779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010.0,1340,32670.0,0.7440000000000001,1739,39,0.5,0.039
2616,715322958,Existing Customer,43,F,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.21600000000000003
2617,779100408,Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,0.649,0.763
2618,715352883,Existing Customer,49,F,2,Post-Graduate,Single,Unknown,Blue,36,3,3,2,24904.0,0,24904.0,0.636,5176,71,0.479,0.0
2619,789963033,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0
2620,710687508,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,6,3,1,2621.0,1858,763.0,0.987,2148,47,1.043,0.7090000000000001
2621,789656358,Existing Customer,49,F,5,Graduate,Married,$40K - $60K,Blue,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.11599999999999999
2622,715720083,Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0
2623,716584158,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174
2624,815727183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276
2625,717066408,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,4,5550.0,1518,4032.0,1.182,2540,62,0.7709999999999999,0.27399999999999997
2626,708104658,Existing Customer,46,M,1,Graduate,Unknown,$40K - $60K,Blue,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619
2627,718016808,Existing Customer,62,F,0,Unknown,Married,Less than $40K,Blue,55,3,1,0,2064.0,1282,782.0,0.455,1475,27,0.929,0.621
2628,814571058,Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,4,3,0,3450.0,2517,933.0,0.652,2545,64,0.778,0.73
2629,714757908,Existing Customer,46,M,4,Graduate,Married,$120K +,Silver,36,4,1,3,34516.0,1380,33136.0,0.66,2163,56,0.4,0.04
2630,710345808,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,6,2,2,30030.0,2028,28002.0,0.601,1828,38,1.111,0.068
2631,814752558,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151.0,1163,988.0,0.8490000000000001,2513,62,0.59,0.541
2632,721284258,Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.35100000000000003
2633,719336583,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,44,3,3,3,27745.0,1300,26445.0,0.48200000000000004,1525,21,0.5,0.047
2634,797638383,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852.0,2016,2836.0,0.5760000000000001,3561,73,0.622,0.415
2635,708434733,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735.0,2289,4446.0,0.6609999999999999,1249,28,0.75,0.34
2636,711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309
2637,720620058,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,2,23124.0,1746,21378.0,0.807,1959,50,0.7240000000000001,0.076
2638,819169683,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436.0,1650,1786.0,0.7879999999999999,1972,37,0.9470000000000001,0.48
2639,709757583,Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475
2640,789307833,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179
2641,823912308,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3402.0,1813,1589.0,0.653,1767,28,0.647,0.5329999999999999
2642,720746208,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689.0,2077,612.0,0.37799999999999995,1356,33,0.435,0.772
2643,709121283,Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821
2644,714093108,Existing Customer,58,F,2,High School,Single,$40K - $60K,Blue,36,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.16399999999999998
2645,718368333,Existing Customer,26,M,0,College,Unknown,Less than $40K,Blue,13,6,1,2,5713.0,789,4924.0,0.6779999999999999,3323,61,0.525,0.138
2646,806752533,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.5529999999999999,0.551
2647,758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.5379999999999999,0.122
2648,779473308,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0
2649,709376508,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.33399999999999996
2650,712589658,Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15
2651,712141683,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944.0,753,2191.0,0.7070000000000001,3457,61,0.848,0.256
2652,712494108,Existing Customer,38,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057
2653,721350783,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354
2654,710133858,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245
2655,719152383,Existing Customer,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528
2656,715174158,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,1,0,25215.0,1445,23770.0,1.033,2588,48,1.0,0.057
2657,780040758,Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.1740000000000002,0.698
2658,719525358,Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Blue,43,4,3,3,8133.0,1942,6191.0,0.5720000000000001,3310,76,0.583,0.239
2659,710892408,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,6,2,2,3101.0,1257,1844.0,0.41600000000000004,1681,32,0.524,0.405
2660,713295183,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,29,6,2,3,24446.0,1854,22592.0,0.782,3897,75,0.7859999999999999,0.076
2661,789871233,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568
2662,712663533,Existing Customer,40,M,4,High School,Single,$40K - $60K,Blue,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.8240000000000001,0.6779999999999999
2663,820906233,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,6367.0,0.7070000000000001,3242,63,0.75,0.254
2664,821163408,Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,37,5,3,3,16954.0,1588,15366.0,0.878,3411,60,0.875,0.094
2665,708947208,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7
2666,715261458,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0
2667,789310833,Existing Customer,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.43200000000000005
2668,818294958,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026000000000000002
2669,713902983,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.5710000000000001,0.8190000000000001
2670,771693933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706
2671,827984658,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0
2672,789012633,Existing Customer,30,F,0,Graduate,Single,Less than $40K,Blue,17,3,2,1,4868.0,1090,3778.0,0.679,2907,69,0.816,0.22399999999999998
2673,807237783,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05
2674,803408733,Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239.0,1338,901.0,0.5670000000000001,2466,60,0.579,0.598
2675,824667708,Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,2428.0,1027,1401.0,0.8240000000000001,3007,84,0.867,0.423
2676,807165033,Existing Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,44,3,1,5,15027.0,0,15027.0,0.8109999999999999,3533,59,0.7879999999999999,0.0
2677,809984133,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32,3,3,5,32056.0,1887,30169.0,0.831,2730,68,0.7,0.059000000000000004
2678,718949433,Existing Customer,42,F,3,College,Single,Unknown,Silver,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.7559999999999999,0.027000000000000003
2679,751227183,Existing Customer,36,M,2,Unknown,Single,$80K - $120K,Blue,29,3,3,5,5346.0,1539,3807.0,0.777,2283,51,0.889,0.28800000000000003
2680,716331408,Attrited Customer,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.33299999999999996,0.0
2681,714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.6990000000000001,3927,68,0.7,0.067
2682,774172158,Existing Customer,29,M,1,Unknown,Single,$60K - $80K,Blue,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085
2683,708171858,Existing Customer,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58
2684,709074108,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,24,5,2,5,23032.0,840,22192.0,0.7390000000000001,2787,73,0.698,0.036000000000000004
2685,721304133,Existing Customer,36,F,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369
2686,787430733,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771.0,1446,1325.0,0.6859999999999999,1706,27,0.22699999999999998,0.522
2687,711225933,Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.8540000000000001
2688,717478983,Existing Customer,31,F,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687
2689,720949083,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.8190000000000001
2690,712851108,Existing Customer,51,F,3,High School,Married,Unknown,Blue,31,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152
2691,713151258,Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0
2692,799731033,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.8959999999999999,0.0
2693,822138333,Existing Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114
2694,708532308,Existing Customer,37,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.2109999999999999,3000,70,1.0590000000000002,0.22
2695,713718558,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0
2696,778939683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32,4,3,2,2821.0,951,1870.0,0.5770000000000001,1452,38,1.923,0.337
2697,713322633,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93
2698,754671558,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.7140000000000001,0.653
2699,719291283,Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226.0,1607,619.0,0.6559999999999999,2660,62,1.0,0.722
2700,720659283,Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551
2701,719535558,Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570.0,1858,3712.0,0.7829999999999999,4129,72,0.636,0.33399999999999996
2702,771032658,Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569,8879.0,0.48200000000000004,1604,39,0.444,0.15
2703,709468683,Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643
2704,719455908,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,38,3,3,3,31501.0,0,31501.0,0.698,3742,75,0.7859999999999999,0.0
2705,816890883,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695.0,1257,20438.0,0.7929999999999999,2266,74,0.48,0.057999999999999996
2706,709826058,Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,1,34516.0,2435,32081.0,0.732,1805,34,0.619,0.071
2707,735008958,Existing Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,35,6,3,2,13650.0,1253,12397.0,0.743,1703,53,0.71,0.092
2708,713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156
2709,719148633,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,4,2413.0,2015,398.0,0.47,1398,24,0.7140000000000001,0.835
2710,789266208,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,45,3,2,3,5920.0,1589,4331.0,0.512,1408,28,0.273,0.268
2711,718373658,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,28,6,3,0,5841.0,2463,3378.0,1.047,3817,81,0.7609999999999999,0.42200000000000004
2712,712255458,Existing Customer,37,M,3,High School,Single,$60K - $80K,Blue,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244
2713,789494133,Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490.0,1259,1231.0,1.079,2441,53,0.514,0.506
2714,714178458,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640.0,1603,19037.0,0.532,1792,53,0.395,0.078
2715,717595908,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,5,1,1,9453.0,2188,7265.0,0.5720000000000001,1688,45,0.452,0.231
2716,798114033,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19
2717,709479558,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,3,2,1,2758.0,2168,590.0,1.046,3073,86,0.792,0.7859999999999999
2718,778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054000000000000006
2719,719363283,Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0.0
2720,716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51,6,3,4,26566.0,2517,24049.0,0.985,3103,65,0.625,0.095
2721,719882583,Existing Customer,44,M,5,Graduate,Single,$60K - $80K,Blue,34,3,3,5,13477.0,2057,11420.0,0.684,3866,67,0.634,0.153
2722,711076533,Existing Customer,65,M,0,College,Divorced,Less than $40K,Blue,42,5,3,2,9706.0,1968,7738.0,1.022,3435,58,0.706,0.203
2723,820651908,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,5,2,4,7457.0,0,7457.0,0.7170000000000001,3162,64,0.73,0.0
2724,710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,6,2,5,34516.0,807,33709.0,0.9670000000000001,3937,80,1.051,0.023
2725,797468658,Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,5,1,3,19081.0,2431,16650.0,0.37,1536,31,0.47600000000000003,0.127
2726,716375883,Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2,2447.0,1558,889.0,0.511,1716,38,0.462,0.637
2727,711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,36,4,2,4,28830.0,0,28830.0,0.7859999999999999,3533,57,0.966,0.0
2728,721083258,Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,5,1,3,2563.0,1638,925.0,0.6809999999999999,2064,46,0.917,0.639
2729,717986058,Existing Customer,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240.0,1608,3632.0,1.2429999999999999,2712,64,0.778,0.307
2730,804610908,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,4,3,0,3397.0,1962,1435.0,0.483,3295,66,0.61,0.578
2731,717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842.0,0,1842.0,0.726,4165,67,0.634,0.0
2732,770952933,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,40,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813
2733,713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,5,3,3,20791.0,0,20791.0,0.7440000000000001,2883,93,0.755,0.0
2734,755365233,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,5,2,4,19900.0,1581,18319.0,0.838,3948,96,0.846,0.079
2735,715105908,Existing Customer,28,F,0,Graduate,Single,Unknown,Silver,15,3,3,3,32024.0,1232,30792.0,1.04,2507,64,0.882,0.038
2736,712658283,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262
2737,708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199.0,1903,2296.0,1.0590000000000002,3016,67,0.763,0.45299999999999996
2738,713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353.0,1655,2698.0,0.8059999999999999,2664,81,0.884,0.38
2739,710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512
2740,713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203
2741,720000708,Existing Customer,32,F,0,Graduate,Married,Unknown,Blue,26,3,3,2,2172.0,1381,791.0,1.145,2945,69,0.408,0.636
2742,718934058,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,4,3,2,2845.0,2517,328.0,0.6859999999999999,2396,51,0.5,0.885
